id,grade,subject,question,model_answer,keywords,max_score,source
2207,11,Chemistry,Describe the chemical process involved in Digestion in the small intestine.,The chemical digestion of food mainly takes place in the small intestine. Pancreatic enzymes as well as intestinal enzymes involve in this digestion. The small intestine is about 7 m in length. The proximal part of the small intestine is C shaped and known as duodenum. The duct of the pancreas and the gall bladder opens into the duodenum via a single pore. Pancreatic juice is secreted into the For free distribution 146,small intestine;intestine;pancreatic;duodenum;small;enzymes;digestion;enzymes well intestinal;duct pancreas;duct pancreas gall;duodenum duct;duodenum duct pancreas,10.0,augmented_variant_1
2208,11,Chemistry,What is Digestion in the small intestine? Give an example.,The chemical digestion of food mainly takes place in the small intestine. Pancreatic enzymes as well as intestinal enzymes involve in this digestion. The small intestine is about 7 m in length. The proximal part of the small intestine is C shaped and known as duodenum. The duct of the pancreas and the gall bladder opens into the duodenum via a single pore. Pancreatic juice is secreted into the For free distribution 146,small intestine;intestine;pancreatic;duodenum;small;enzymes;digestion;enzymes well intestinal;duct pancreas;duct pancreas gall;duodenum duct;duodenum duct pancreas,10.0,augmented_variant_2
2209,11,Chemistry,How does Digestion in the small intestine affect chemical reactions?,The chemical digestion of food mainly takes place in the small intestine. Pancreatic enzymes as well as intestinal enzymes involve in this digestion. The small intestine is about 7 m in length. The proximal part of the small intestine is C shaped and known as duodenum. The duct of the pancreas and the gall bladder opens into the duodenum via a single pore. Pancreatic juice is secreted into the For free distribution 146,small intestine;intestine;pancreatic;duodenum;small;enzymes;digestion;enzymes well intestinal;duct pancreas;duct pancreas gall;duodenum duct;duodenum duct pancreas,10.0,augmented_variant_3
2210,11,Chemistry,Define Digestion in the small intestine and explain its significance.,The chemical digestion of food mainly takes place in the small intestine. Pancreatic enzymes as well as intestinal enzymes involve in this digestion. The small intestine is about 7 m in length. The proximal part of the small intestine is C shaped and known as duodenum. The duct of the pancreas and the gall bladder opens into the duodenum via a single pore. Pancreatic juice is secreted into the For free distribution 146,small intestine;intestine;pancreatic;duodenum;small;enzymes;digestion;enzymes well intestinal;duct pancreas;duct pancreas gall;duodenum duct;duodenum duct pancreas,10.0,augmented_variant_4
2211,11,Chemistry,Write short notes on Digestion in the small intestine.,The chemical digestion of food mainly takes place in the small intestine. Pancreatic enzymes as well as intestinal enzymes involve in this digestion. The small intestine is about 7 m in length. The proximal part of the small intestine is C shaped and known as duodenum. The duct of the pancreas and the gall bladder opens into the duodenum via a single pore. Pancreatic juice is secreted into the For free distribution 146,small intestine;intestine;pancreatic;duodenum;small;enzymes;digestion;enzymes well intestinal;duct pancreas;duct pancreas gall;duodenum duct;duodenum duct pancreas,10.0,augmented_variant_5
2212,11,Chemistry,Describe the chemical process involved in Human body processes Biology.,"duodenum through pancreatic duct. It contains three main enzymes. They are trypsin, amylase and lipase. The bile carried through the bile duct is added to it. Bile is produced in the liver and stored in the gall bladder. Bile contains bile pigments, bile salts, bicarbonate ions and water. Due to mixing of bile with food at duodenum, the lipids in food are broken down into small droplets by the process called emulsification. Due to this action, enzymes get a greater surface area to act on lipid food. Intestinal juice secreted by the wall of the intestine contains, maltase, sucrase, lactase, peptidase and mucus. Mucus lubricates food and then ease the passage of food materials along the gut. It protects the inner lining of gut wall. Proteins present in wall of stomach and intestine is protected by the protein digestive enzymes as there is a layer of mucus on the wall. Let us summarize food digestion takes place in small intestine See table 6.1 Table 6.1 - Enzymes in food digestion in small intestine Organ Enzyme Substratefood End products",bile;food;mucus;enzymes;intestine;wall;gut;duct;contains;duodenum;food digestion;small intestine,10.0,augmented_variant_1
2213,11,Chemistry,What is Human body processes Biology? Give an example.,"duodenum through pancreatic duct. It contains three main enzymes. They are trypsin, amylase and lipase. The bile carried through the bile duct is added to it. Bile is produced in the liver and stored in the gall bladder. Bile contains bile pigments, bile salts, bicarbonate ions and water. Due to mixing of bile with food at duodenum, the lipids in food are broken down into small droplets by the process called emulsification. Due to this action, enzymes get a greater surface area to act on lipid food. Intestinal juice secreted by the wall of the intestine contains, maltase, sucrase, lactase, peptidase and mucus. Mucus lubricates food and then ease the passage of food materials along the gut. It protects the inner lining of gut wall. Proteins present in wall of stomach and intestine is protected by the protein digestive enzymes as there is a layer of mucus on the wall. Let us summarize food digestion takes place in small intestine See table 6.1 Table 6.1 - Enzymes in food digestion in small intestine Organ Enzyme Substratefood End products",bile;food;mucus;enzymes;intestine;wall;gut;duct;contains;duodenum;food digestion;small intestine,10.0,augmented_variant_2
2214,11,Chemistry,How does Human body processes Biology affect chemical reactions?,"duodenum through pancreatic duct. It contains three main enzymes. They are trypsin, amylase and lipase. The bile carried through the bile duct is added to it. Bile is produced in the liver and stored in the gall bladder. Bile contains bile pigments, bile salts, bicarbonate ions and water. Due to mixing of bile with food at duodenum, the lipids in food are broken down into small droplets by the process called emulsification. Due to this action, enzymes get a greater surface area to act on lipid food. Intestinal juice secreted by the wall of the intestine contains, maltase, sucrase, lactase, peptidase and mucus. Mucus lubricates food and then ease the passage of food materials along the gut. It protects the inner lining of gut wall. Proteins present in wall of stomach and intestine is protected by the protein digestive enzymes as there is a layer of mucus on the wall. Let us summarize food digestion takes place in small intestine See table 6.1 Table 6.1 - Enzymes in food digestion in small intestine Organ Enzyme Substratefood End products",bile;food;mucus;enzymes;intestine;wall;gut;duct;contains;duodenum;food digestion;small intestine,10.0,augmented_variant_3
2215,11,Chemistry,Define Human body processes Biology and explain its significance.,"duodenum through pancreatic duct. It contains three main enzymes. They are trypsin, amylase and lipase. The bile carried through the bile duct is added to it. Bile is produced in the liver and stored in the gall bladder. Bile contains bile pigments, bile salts, bicarbonate ions and water. Due to mixing of bile with food at duodenum, the lipids in food are broken down into small droplets by the process called emulsification. Due to this action, enzymes get a greater surface area to act on lipid food. Intestinal juice secreted by the wall of the intestine contains, maltase, sucrase, lactase, peptidase and mucus. Mucus lubricates food and then ease the passage of food materials along the gut. It protects the inner lining of gut wall. Proteins present in wall of stomach and intestine is protected by the protein digestive enzymes as there is a layer of mucus on the wall. Let us summarize food digestion takes place in small intestine See table 6.1 Table 6.1 - Enzymes in food digestion in small intestine Organ Enzyme Substratefood End products",bile;food;mucus;enzymes;intestine;wall;gut;duct;contains;duodenum;food digestion;small intestine,10.0,augmented_variant_4
2216,11,Chemistry,Write short notes on Human body processes Biology.,"duodenum through pancreatic duct. It contains three main enzymes. They are trypsin, amylase and lipase. The bile carried through the bile duct is added to it. Bile is produced in the liver and stored in the gall bladder. Bile contains bile pigments, bile salts, bicarbonate ions and water. Due to mixing of bile with food at duodenum, the lipids in food are broken down into small droplets by the process called emulsification. Due to this action, enzymes get a greater surface area to act on lipid food. Intestinal juice secreted by the wall of the intestine contains, maltase, sucrase, lactase, peptidase and mucus. Mucus lubricates food and then ease the passage of food materials along the gut. It protects the inner lining of gut wall. Proteins present in wall of stomach and intestine is protected by the protein digestive enzymes as there is a layer of mucus on the wall. Let us summarize food digestion takes place in small intestine See table 6.1 Table 6.1 - Enzymes in food digestion in small intestine Organ Enzyme Substratefood End products",bile;food;mucus;enzymes;intestine;wall;gut;duct;contains;duodenum;food digestion;small intestine,10.0,augmented_variant_5
2217,11,Chemistry,Describe the chemical process involved in Protein Amino acids.,Lipids Fatty acids  Glycerol What happens to the end products of food digestion? The absorption of digested end products into body takes place mainly in the small intestine. The small intestine is adapted to increase its efficiency of absorption in different ways. 147 For free distribution,small intestine;end products;absorption;intestine;products;end;small;glycerol happens;147 free distribution;glycerol happens end;efficiency;end products body,10.0,augmented_variant_1
2218,11,Chemistry,What is Protein Amino acids? Give an example.,Lipids Fatty acids  Glycerol What happens to the end products of food digestion? The absorption of digested end products into body takes place mainly in the small intestine. The small intestine is adapted to increase its efficiency of absorption in different ways. 147 For free distribution,small intestine;end products;absorption;intestine;products;end;small;glycerol happens;147 free distribution;glycerol happens end;efficiency;end products body,10.0,augmented_variant_2
2219,11,Chemistry,How does Protein Amino acids affect chemical reactions?,Lipids Fatty acids  Glycerol What happens to the end products of food digestion? The absorption of digested end products into body takes place mainly in the small intestine. The small intestine is adapted to increase its efficiency of absorption in different ways. 147 For free distribution,small intestine;end products;absorption;intestine;products;end;small;glycerol happens;147 free distribution;glycerol happens end;efficiency;end products body,10.0,augmented_variant_3
2220,11,Chemistry,Define Protein Amino acids and explain its significance.,Lipids Fatty acids  Glycerol What happens to the end products of food digestion? The absorption of digested end products into body takes place mainly in the small intestine. The small intestine is adapted to increase its efficiency of absorption in different ways. 147 For free distribution,small intestine;end products;absorption;intestine;products;end;small;glycerol happens;147 free distribution;glycerol happens end;efficiency;end products body,10.0,augmented_variant_4
2221,11,Chemistry,Write short notes on Protein Amino acids.,Lipids Fatty acids  Glycerol What happens to the end products of food digestion? The absorption of digested end products into body takes place mainly in the small intestine. The small intestine is adapted to increase its efficiency of absorption in different ways. 147 For free distribution,small intestine;end products;absorption;intestine;products;end;small;glycerol happens;147 free distribution;glycerol happens end;efficiency;end products body,10.0,augmented_variant_5
2222,11,Biology,Describe the role of Biology Human body processes in living organisms.,y Being a long tube y Presence of circular folds in the inner wall y Presence of finger like projections called villi in the circular folds y Presence of microvilli in the epithelial cells of villi y Thin epithelial lining on villi y Villi are highly vascularised,villi;presence;folds;circular folds;circular;epithelial;epithelial cells;lining;thin;inner;highly;tube,10.0,augmented_variant_1
2223,11,Biology,What is Biology Human body processes? Explain with an example.,y Being a long tube y Presence of circular folds in the inner wall y Presence of finger like projections called villi in the circular folds y Presence of microvilli in the epithelial cells of villi y Thin epithelial lining on villi y Villi are highly vascularised,villi;presence;folds;circular folds;circular;epithelial;epithelial cells;lining;thin;inner;highly;tube,10.0,augmented_variant_2
2224,11,Biology,Discuss the importance of Biology Human body processes in biology.,y Being a long tube y Presence of circular folds in the inner wall y Presence of finger like projections called villi in the circular folds y Presence of microvilli in the epithelial cells of villi y Thin epithelial lining on villi y Villi are highly vascularised,villi;presence;folds;circular folds;circular;epithelial;epithelial cells;lining;thin;inner;highly;tube,10.0,augmented_variant_3
2225,11,Biology,How does Biology Human body processes occur in nature?,y Being a long tube y Presence of circular folds in the inner wall y Presence of finger like projections called villi in the circular folds y Presence of microvilli in the epithelial cells of villi y Thin epithelial lining on villi y Villi are highly vascularised,villi;presence;folds;circular folds;circular;epithelial;epithelial cells;lining;thin;inner;highly;tube,10.0,augmented_variant_4
2226,11,Chemistry,Describe the chemical process involved in Lacteal.,"Figure. 6.5 - Structure of villi in small intestine The digestive end products given below are absorbed into the blood capillaries of villi. y Amino acids y Vitamins y Mineral salts y Monosaccharides Glucose Galactose Fructose Fatty acids and glycerol formed by digestion of lipids are absorbed into lacteals. Finally they enter into blood circulatory system. When there is high amount of glucose in blood, they are converted into glycogen and stored in liver. In the same way when the concentration of glucose is decreased, glycogen breaks down to form glucose and is added to blood. The unabsorbed materials in small intestine are sent to the large intestine.",glucose;intestine;blood;villi;glycogen;small intestine;absorbed;acids;small;given absorbed blood;given absorbed;digestive end,10.0,augmented_variant_1
2227,11,Chemistry,What is Lacteal? Give an example.,"Figure. 6.5 - Structure of villi in small intestine The digestive end products given below are absorbed into the blood capillaries of villi. y Amino acids y Vitamins y Mineral salts y Monosaccharides Glucose Galactose Fructose Fatty acids and glycerol formed by digestion of lipids are absorbed into lacteals. Finally they enter into blood circulatory system. When there is high amount of glucose in blood, they are converted into glycogen and stored in liver. In the same way when the concentration of glucose is decreased, glycogen breaks down to form glucose and is added to blood. The unabsorbed materials in small intestine are sent to the large intestine.",glucose;intestine;blood;villi;glycogen;small intestine;absorbed;acids;small;given absorbed blood;given absorbed;digestive end,10.0,augmented_variant_2
2228,11,Chemistry,How does Lacteal affect chemical reactions?,"Figure. 6.5 - Structure of villi in small intestine The digestive end products given below are absorbed into the blood capillaries of villi. y Amino acids y Vitamins y Mineral salts y Monosaccharides Glucose Galactose Fructose Fatty acids and glycerol formed by digestion of lipids are absorbed into lacteals. Finally they enter into blood circulatory system. When there is high amount of glucose in blood, they are converted into glycogen and stored in liver. In the same way when the concentration of glucose is decreased, glycogen breaks down to form glucose and is added to blood. The unabsorbed materials in small intestine are sent to the large intestine.",glucose;intestine;blood;villi;glycogen;small intestine;absorbed;acids;small;given absorbed blood;given absorbed;digestive end,10.0,augmented_variant_3
2229,11,Chemistry,Define Lacteal and explain its significance.,"Figure. 6.5 - Structure of villi in small intestine The digestive end products given below are absorbed into the blood capillaries of villi. y Amino acids y Vitamins y Mineral salts y Monosaccharides Glucose Galactose Fructose Fatty acids and glycerol formed by digestion of lipids are absorbed into lacteals. Finally they enter into blood circulatory system. When there is high amount of glucose in blood, they are converted into glycogen and stored in liver. In the same way when the concentration of glucose is decreased, glycogen breaks down to form glucose and is added to blood. The unabsorbed materials in small intestine are sent to the large intestine.",glucose;intestine;blood;villi;glycogen;small intestine;absorbed;acids;small;given absorbed blood;given absorbed;digestive end,10.0,augmented_variant_4
2230,11,Chemistry,Write short notes on Lacteal.,"Figure. 6.5 - Structure of villi in small intestine The digestive end products given below are absorbed into the blood capillaries of villi. y Amino acids y Vitamins y Mineral salts y Monosaccharides Glucose Galactose Fructose Fatty acids and glycerol formed by digestion of lipids are absorbed into lacteals. Finally they enter into blood circulatory system. When there is high amount of glucose in blood, they are converted into glycogen and stored in liver. In the same way when the concentration of glucose is decreased, glycogen breaks down to form glucose and is added to blood. The unabsorbed materials in small intestine are sent to the large intestine.",glucose;intestine;blood;villi;glycogen;small intestine;absorbed;acids;small;given absorbed blood;given absorbed;digestive end,10.0,augmented_variant_5
2231,11,Biology,Describe the role of Processes in the large intestine in living organisms.,"Length of the large intestine is about 1.5 m. It starts with caecum and ends up at anus. The dilated part of the large intestine is the rectum. The opening of it, is the anus. The materials entering into the large intestine contain a very small amount of nutrients. Mainly it contains undigested cellulose and water. A small blind ended tubular structure starts at the end of the caecum. It is known as the appendix. It is very small in humans and it may be infected and become swollen. This disease is known as appendicitis. For free distribution 148",large intestine;intestine;caecum;anus;large;small;starts;undigested cellulose water;undigested cellulose;ended;ends anus dilated;ends anus,10.0,augmented_variant_1
2232,11,Biology,What is Processes in the large intestine? Explain with an example.,"Length of the large intestine is about 1.5 m. It starts with caecum and ends up at anus. The dilated part of the large intestine is the rectum. The opening of it, is the anus. The materials entering into the large intestine contain a very small amount of nutrients. Mainly it contains undigested cellulose and water. A small blind ended tubular structure starts at the end of the caecum. It is known as the appendix. It is very small in humans and it may be infected and become swollen. This disease is known as appendicitis. For free distribution 148",large intestine;intestine;caecum;anus;large;small;starts;undigested cellulose water;undigested cellulose;ended;ends anus dilated;ends anus,10.0,augmented_variant_2
2233,11,Biology,Discuss the importance of Processes in the large intestine in biology.,"Length of the large intestine is about 1.5 m. It starts with caecum and ends up at anus. The dilated part of the large intestine is the rectum. The opening of it, is the anus. The materials entering into the large intestine contain a very small amount of nutrients. Mainly it contains undigested cellulose and water. A small blind ended tubular structure starts at the end of the caecum. It is known as the appendix. It is very small in humans and it may be infected and become swollen. This disease is known as appendicitis. For free distribution 148",large intestine;intestine;caecum;anus;large;small;starts;undigested cellulose water;undigested cellulose;ended;ends anus dilated;ends anus,10.0,augmented_variant_3
2234,11,Biology,How does Processes in the large intestine occur in nature?,"Length of the large intestine is about 1.5 m. It starts with caecum and ends up at anus. The dilated part of the large intestine is the rectum. The opening of it, is the anus. The materials entering into the large intestine contain a very small amount of nutrients. Mainly it contains undigested cellulose and water. A small blind ended tubular structure starts at the end of the caecum. It is known as the appendix. It is very small in humans and it may be infected and become swollen. This disease is known as appendicitis. For free distribution 148",large intestine;intestine;caecum;anus;large;small;starts;undigested cellulose water;undigested cellulose;ended;ends anus dilated;ends anus,10.0,augmented_variant_4
2235,11,Biology,Write short notes on Processes in the large intestine.,"Length of the large intestine is about 1.5 m. It starts with caecum and ends up at anus. The dilated part of the large intestine is the rectum. The opening of it, is the anus. The materials entering into the large intestine contain a very small amount of nutrients. Mainly it contains undigested cellulose and water. A small blind ended tubular structure starts at the end of the caecum. It is known as the appendix. It is very small in humans and it may be infected and become swollen. This disease is known as appendicitis. For free distribution 148",large intestine;intestine;caecum;anus;large;small;starts;undigested cellulose water;undigested cellulose;ended;ends anus dilated;ends anus,10.0,augmented_variant_5
2236,11,Biology,What is Human body processes Biology? Explain with an example.,"The main function of the large intestine is to absorb water from matter received from ileum. Thereby making it into semi solid. The matter enterd into large intestine is known as faecal matter. Faecal matter is yellow in colour due to bile pigments in it. Undigested food, microorganisms, epithelial cells and mucus are present in faecal matter. When large intestine fills with faecal matter, it passes out from the rectum. The diseases and disorders associated with digestive system The chance of getting infections to the digestive tract is high as materials are entered into it from outside frequently. Therefore digestive tract catches many diseases and disorders. Engage in the assignment 6.2 to get knowledge about the diseases and disorders associated with digestive system. Assignment - 6'2 Prepare a booklet about the diseases and disorders associated with digestive tract and how to prevent them. Discuss with doctors and refer news papers, magazines for information.",diseases disorders;disorders;matter;digestive;associated digestive;diseases disorders associated;disorders associated;disorders associated digestive;faecal matter;faecal;digestive tract;diseases,10.0,augmented_variant_2
2237,11,Biology,Discuss the importance of Human body processes Biology in biology.,"The main function of the large intestine is to absorb water from matter received from ileum. Thereby making it into semi solid. The matter enterd into large intestine is known as faecal matter. Faecal matter is yellow in colour due to bile pigments in it. Undigested food, microorganisms, epithelial cells and mucus are present in faecal matter. When large intestine fills with faecal matter, it passes out from the rectum. The diseases and disorders associated with digestive system The chance of getting infections to the digestive tract is high as materials are entered into it from outside frequently. Therefore digestive tract catches many diseases and disorders. Engage in the assignment 6.2 to get knowledge about the diseases and disorders associated with digestive system. Assignment - 6'2 Prepare a booklet about the diseases and disorders associated with digestive tract and how to prevent them. Discuss with doctors and refer news papers, magazines for information.",diseases disorders;disorders;matter;digestive;associated digestive;diseases disorders associated;disorders associated;disorders associated digestive;faecal matter;faecal;digestive tract;diseases,10.0,augmented_variant_3
2238,11,Biology,How does Human body processes Biology occur in nature?,"The main function of the large intestine is to absorb water from matter received from ileum. Thereby making it into semi solid. The matter enterd into large intestine is known as faecal matter. Faecal matter is yellow in colour due to bile pigments in it. Undigested food, microorganisms, epithelial cells and mucus are present in faecal matter. When large intestine fills with faecal matter, it passes out from the rectum. The diseases and disorders associated with digestive system The chance of getting infections to the digestive tract is high as materials are entered into it from outside frequently. Therefore digestive tract catches many diseases and disorders. Engage in the assignment 6.2 to get knowledge about the diseases and disorders associated with digestive system. Assignment - 6'2 Prepare a booklet about the diseases and disorders associated with digestive tract and how to prevent them. Discuss with doctors and refer news papers, magazines for information.",diseases disorders;disorders;matter;digestive;associated digestive;diseases disorders associated;disorders associated;disorders associated digestive;faecal matter;faecal;digestive tract;diseases,10.0,augmented_variant_4
2239,11,Chemistry,Describe the chemical process involved in Gastritis.,"Inflammation of inner lining of mucosa of stomach is known as gastritis. It is a common disease among people. Generally known as acidity. The symptoms are, regurgitation of acid to mouth, burning feeling and pain in stomach. When the condition becomes worse, ulcers appear in stomach and duodenal wall. Bleeding can take place. The reasons for this disorder are as follows,  Skipping of meals  Consumption of acidic and spicy food  Excessive smoking and alcohol consumption  Mental stress By following healthy food diets and good habits one can avoid the above disease.",stomach;consumption;disease;food;consumption mental stress;generally known acidity;consumption mental;consumption acidic spicy;disorder follows;disorder follows skipping;duodenal;duodenal wall,10.0,augmented_variant_1
2240,11,Chemistry,What is Gastritis? Give an example.,"Inflammation of inner lining of mucosa of stomach is known as gastritis. It is a common disease among people. Generally known as acidity. The symptoms are, regurgitation of acid to mouth, burning feeling and pain in stomach. When the condition becomes worse, ulcers appear in stomach and duodenal wall. Bleeding can take place. The reasons for this disorder are as follows,  Skipping of meals  Consumption of acidic and spicy food  Excessive smoking and alcohol consumption  Mental stress By following healthy food diets and good habits one can avoid the above disease.",stomach;consumption;disease;food;consumption mental stress;generally known acidity;consumption mental;consumption acidic spicy;disorder follows;disorder follows skipping;duodenal;duodenal wall,10.0,augmented_variant_2
2241,11,Chemistry,How does Gastritis affect chemical reactions?,"Inflammation of inner lining of mucosa of stomach is known as gastritis. It is a common disease among people. Generally known as acidity. The symptoms are, regurgitation of acid to mouth, burning feeling and pain in stomach. When the condition becomes worse, ulcers appear in stomach and duodenal wall. Bleeding can take place. The reasons for this disorder are as follows,  Skipping of meals  Consumption of acidic and spicy food  Excessive smoking and alcohol consumption  Mental stress By following healthy food diets and good habits one can avoid the above disease.",stomach;consumption;disease;food;consumption mental stress;generally known acidity;consumption mental;consumption acidic spicy;disorder follows;disorder follows skipping;duodenal;duodenal wall,10.0,augmented_variant_3
2242,11,Chemistry,Define Gastritis and explain its significance.,"Inflammation of inner lining of mucosa of stomach is known as gastritis. It is a common disease among people. Generally known as acidity. The symptoms are, regurgitation of acid to mouth, burning feeling and pain in stomach. When the condition becomes worse, ulcers appear in stomach and duodenal wall. Bleeding can take place. The reasons for this disorder are as follows,  Skipping of meals  Consumption of acidic and spicy food  Excessive smoking and alcohol consumption  Mental stress By following healthy food diets and good habits one can avoid the above disease.",stomach;consumption;disease;food;consumption mental stress;generally known acidity;consumption mental;consumption acidic spicy;disorder follows;disorder follows skipping;duodenal;duodenal wall,10.0,augmented_variant_4
2243,11,Chemistry,Write short notes on Gastritis.,"Inflammation of inner lining of mucosa of stomach is known as gastritis. It is a common disease among people. Generally known as acidity. The symptoms are, regurgitation of acid to mouth, burning feeling and pain in stomach. When the condition becomes worse, ulcers appear in stomach and duodenal wall. Bleeding can take place. The reasons for this disorder are as follows,  Skipping of meals  Consumption of acidic and spicy food  Excessive smoking and alcohol consumption  Mental stress By following healthy food diets and good habits one can avoid the above disease.",stomach;consumption;disease;food;consumption mental stress;generally known acidity;consumption mental;consumption acidic spicy;disorder follows;disorder follows skipping;duodenal;duodenal wall,10.0,augmented_variant_5
2244,11,Chemistry,Describe the chemical process involved in Constipation.,"Difficulty in defaecation due to hardening of faecal matter is known as constipation. Faeces remain in the large intestine for a longer period of time and absorption of water takes place excessively, Thereby this condition may occur. Reasons for constipation are as follows, y Consumption of food with low dietary fibres y Not taking required volume of water y Postponing of defaecation 149 For free distribution",defaecation;constipation;dietary fibres taking;defaecation due hardening;dietary;dietary fibres;defaecation due;defaecation 149 free;faeces remain;defaecation 149;difficulty defaecation;difficulty defaecation due,10.0,augmented_variant_1
2245,11,Chemistry,What is Constipation? Give an example.,"Difficulty in defaecation due to hardening of faecal matter is known as constipation. Faeces remain in the large intestine for a longer period of time and absorption of water takes place excessively, Thereby this condition may occur. Reasons for constipation are as follows, y Consumption of food with low dietary fibres y Not taking required volume of water y Postponing of defaecation 149 For free distribution",defaecation;constipation;dietary fibres taking;defaecation due hardening;dietary;dietary fibres;defaecation due;defaecation 149 free;faeces remain;defaecation 149;difficulty defaecation;difficulty defaecation due,10.0,augmented_variant_2
2246,11,Chemistry,How does Constipation affect chemical reactions?,"Difficulty in defaecation due to hardening of faecal matter is known as constipation. Faeces remain in the large intestine for a longer period of time and absorption of water takes place excessively, Thereby this condition may occur. Reasons for constipation are as follows, y Consumption of food with low dietary fibres y Not taking required volume of water y Postponing of defaecation 149 For free distribution",defaecation;constipation;dietary fibres taking;defaecation due hardening;dietary;dietary fibres;defaecation due;defaecation 149 free;faeces remain;defaecation 149;difficulty defaecation;difficulty defaecation due,10.0,augmented_variant_3
2247,11,Chemistry,Define Constipation and explain its significance.,"Difficulty in defaecation due to hardening of faecal matter is known as constipation. Faeces remain in the large intestine for a longer period of time and absorption of water takes place excessively, Thereby this condition may occur. Reasons for constipation are as follows, y Consumption of food with low dietary fibres y Not taking required volume of water y Postponing of defaecation 149 For free distribution",defaecation;constipation;dietary fibres taking;defaecation due hardening;dietary;dietary fibres;defaecation due;defaecation 149 free;faeces remain;defaecation 149;difficulty defaecation;difficulty defaecation due,10.0,augmented_variant_4
2248,11,Chemistry,Write short notes on Constipation.,"Difficulty in defaecation due to hardening of faecal matter is known as constipation. Faeces remain in the large intestine for a longer period of time and absorption of water takes place excessively, Thereby this condition may occur. Reasons for constipation are as follows, y Consumption of food with low dietary fibres y Not taking required volume of water y Postponing of defaecation 149 For free distribution",defaecation;constipation;dietary fibres taking;defaecation due hardening;dietary;dietary fibres;defaecation due;defaecation 149 free;faeces remain;defaecation 149;difficulty defaecation;difficulty defaecation due,10.0,augmented_variant_5
2249,11,Chemistry,Describe the chemical process involved in Biology Human body processes.,"By avoiding above conditions and habits one can avoid this disease. Some drugs may cause constipation. Due to forceful defaecation, the anal canal may damage and bleeding can occur. Due to constant constipation, haemorrhage may occur.",may;constipation;occur;due;habits one avoid;habits one;habits;one avoid disease;one avoid;occur due;drugs may;defaecation,10.0,augmented_variant_1
2250,11,Chemistry,What is Biology Human body processes? Give an example.,"By avoiding above conditions and habits one can avoid this disease. Some drugs may cause constipation. Due to forceful defaecation, the anal canal may damage and bleeding can occur. Due to constant constipation, haemorrhage may occur.",may;constipation;occur;due;habits one avoid;habits one;habits;one avoid disease;one avoid;occur due;drugs may;defaecation,10.0,augmented_variant_2
2251,11,Chemistry,How does Biology Human body processes affect chemical reactions?,"By avoiding above conditions and habits one can avoid this disease. Some drugs may cause constipation. Due to forceful defaecation, the anal canal may damage and bleeding can occur. Due to constant constipation, haemorrhage may occur.",may;constipation;occur;due;habits one avoid;habits one;habits;one avoid disease;one avoid;occur due;drugs may;defaecation,10.0,augmented_variant_3
2252,11,Chemistry,Define Biology Human body processes and explain its significance.,"By avoiding above conditions and habits one can avoid this disease. Some drugs may cause constipation. Due to forceful defaecation, the anal canal may damage and bleeding can occur. Due to constant constipation, haemorrhage may occur.",may;constipation;occur;due;habits one avoid;habits one;habits;one avoid disease;one avoid;occur due;drugs may;defaecation,10.0,augmented_variant_4
2253,11,Biology,Describe the role of Typhoid in living organisms.,"Typhoid is caused by a bacterium. The pathogen is transmitted through food and water. The bacterium can enter into the body through mouth while swimming and bathing in contaminated water. It may enter into the body through faecal matter of patient, consumption of contaminated food and flies. Pain in arms and legs, headache and fever are main symptoms. It is a disease which gradually becomes worse. At initial stages constipation can occur. Tongue is covered by a plaque. After sometime stomachache and diarrhoea can occur. Ulcers can form in the small intestine and cause bleeding. Therefore blood is released with faecal matter. Due to ulcers, the wall can be damaged. Disease can be identified by a blood test or stool test. Typhoid can be prevented by getting a vaccine.",contaminated;typhoid;ulcers;enter body;bacterium;faecal matter;faecal;test;disease;enter;occur;matter,10.0,augmented_variant_1
2254,11,Biology,What is Typhoid? Explain with an example.,"Typhoid is caused by a bacterium. The pathogen is transmitted through food and water. The bacterium can enter into the body through mouth while swimming and bathing in contaminated water. It may enter into the body through faecal matter of patient, consumption of contaminated food and flies. Pain in arms and legs, headache and fever are main symptoms. It is a disease which gradually becomes worse. At initial stages constipation can occur. Tongue is covered by a plaque. After sometime stomachache and diarrhoea can occur. Ulcers can form in the small intestine and cause bleeding. Therefore blood is released with faecal matter. Due to ulcers, the wall can be damaged. Disease can be identified by a blood test or stool test. Typhoid can be prevented by getting a vaccine.",contaminated;typhoid;ulcers;enter body;bacterium;faecal matter;faecal;test;disease;enter;occur;matter,10.0,augmented_variant_2
2255,11,Biology,Discuss the importance of Typhoid in biology.,"Typhoid is caused by a bacterium. The pathogen is transmitted through food and water. The bacterium can enter into the body through mouth while swimming and bathing in contaminated water. It may enter into the body through faecal matter of patient, consumption of contaminated food and flies. Pain in arms and legs, headache and fever are main symptoms. It is a disease which gradually becomes worse. At initial stages constipation can occur. Tongue is covered by a plaque. After sometime stomachache and diarrhoea can occur. Ulcers can form in the small intestine and cause bleeding. Therefore blood is released with faecal matter. Due to ulcers, the wall can be damaged. Disease can be identified by a blood test or stool test. Typhoid can be prevented by getting a vaccine.",contaminated;typhoid;ulcers;enter body;bacterium;faecal matter;faecal;test;disease;enter;occur;matter,10.0,augmented_variant_3
